PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Rustomjee Crown,4,Prabhadevi,2132,650000.0,Semi-Furnished,Mumbai,"Settle into a sophisticated lifestyle in Mumbai sought-after Prabhadevi, where this expansive 4-bedroom, 6-bathroom Flats in Rustomjee Crown offers a premium living experience for 6.5 Lac.Spanning 2132 square feet, this semi-furnished residence on the 57th floor boasts breathtaking sea views and access to an unparalleled array of amenities including a gymnasium, swimming pool, badminton and tennis courts, squash court, and"
HDIL Metropolis Residences,4,Andheri West,1481,213000.0,Semi-Furnished,Mumbai,"Experience luxury living in Mumbai`s Andheri West with this 4-bedroom, 4-bathroom Flats for rent in HDIL Metropolis Residences. This semi-furnished home on the higher floor offers Super Built-up Area of 2491 square feet of spacious living with stunning park views.Enjoy a lifestyle filled with amenities like a gymnasium, swimming pool, badminton and tennis courts, kids` play areas, and a jogging track.The"
Lodha NCP Commercial Tower Supremus,2,Wadala,900,125000.0,Semi-Furnished,Mumbai,"Consider making your move to Mumbai with this appealing semi-furnished two-bedroom, two-bathroom Flats available for rent in Wadala at 1.25 Lac.Spanning 900 square feet on the 15th floor of the Lodha NCP Commercial Tower Supremus, this home offers a pleasant road view and comes with one dedicated parking space. The building is packed with amenities designed for a comfortable lifestyle,"
Lodha Allura,2,Worli,1020,275000.0,Semi-Furnished,Mumbai,"A sky-high living experience in Mumbai sought-after Worli awaits you at Lodha Allura, where this semi-furnished two-bedroom, two-bathroom Flats on the sixtieth floor is available for rent at 2.75 Lac.Spanning 1020 square feet with a pleasant road view, this home offers a luxurious lifestyle in a safe and secure locality with amenities designed for family comfort, including power backup, 24x7"
Atul Blue Meadows,3,Andheri East,990,85000.0,Semi-Furnished,Mumbai,"Experience a new standard of living in Mumbai vibrant Andheri East with this semi-furnished, three-bedroom, three-bathroom Flats in Atul Blue Meadows, offering a spacious 990 square feet of living space on the ninth floor of a twelve-story building.This Vastu-compliant home boasts a serene garden view from its balcony and comes with the convenience of one dedicated parking spot, promising a"
Gauri Excellency,2,Kandivali West,733,60000.0,Unfurnished,Mumbai,"Feel the ocean breeze from the 25th floor of Gauri Excellency in Kandivali West, Mumbai, with this unfurnished 2-bedroom, 2-bathroom Flats available for rent at 60 thousand.Spanning 733 square feet, this home offers a glimpse of the beach and a host of amenities designed for a comfortable family life, including a gymnasium, swimming pool, badminton and tennis courts, a squash"
JP Decks,2,Goregaon East,845,85999.0,Semi-Furnished,Mumbai,"For those seeking a comfortable and well-equipped living space in Mumbai Goregaon East, this semi-furnished two-bedroom, two-bathroom Flats in JP Decks presents a compelling rental option. Spanning 845 square feet, this home offers a pleasant road view and comes with the added benefit of one dedicated parking space.Residents will enjoy access to an extensive list of amenities designed for an active"
The Baya Victoria,2,Byculla,750,90000.0,Furnished,Mumbai,"Find your next home in the bustling Byculla area of Mumbai with this comfortable 2-bedroom, 2-bathroom Flats at The Baya Victoria, available for rent at 90 thousand.This furnished apartment spans 750 square feet on the 12th floor of a 23-story building, offering a pleasant community view. You will have access to a range of premium amenities designed for a modern"
JP Decks,3,Goregaon East,1850,155000.0,Furnished,Mumbai,"Picture yourself living in a vibrant, 1850 square feet, three-bedroom, three-bathroom furnished Flats on the 15th floor of JP Decks in Goregaon East, Mumbai, available for rent at 1.55 lakh per month. This home, located in a prime, well-maintained, and gated society with 24x7 security and CCTV surveillance, offers a road view and a property age of 5-7 years.You will have"
Ekta Tripolis,4,Motilal Nagar,1600,160000.0,Unfurnished,Mumbai,"A truly enjoyable living experience awaits in this unfurnished four-bedroom, four-bathroom Flats for rent in Mumbai Ekta Tripolis project, offering a breathtaking sea view from the 30th floor.Spanning a generous 1600 square feet, this freehold property in the peaceful vicinity of Motilal Nagar provides abundant natural sunlight and a comfortable environment for families. Residents will have access to excellent amenities"
Bayview Terraces,4,Prabhadevi,3135,65200.0,Semi-Furnished,Mumbai,"If you are looking for a spacious and well-ventilated Flats to rent in Mumbai Prabhadevi neighborhood, this semi-furnished 4-bedroom, 4-bathroom unit in Bayview Terraces is an excellent choice for 65200 per month.Spanning 3135 square feet, this Vastu-compliant home offers ample living space for a family. Residents will appreciate the convenient access to a gymnasium, badminton court, kids' play areas, and"
Ashish CHS Andheri,2,Andheri West,650,62000.0,Unfurnished,Mumbai,"Make your daily commute a breeze with this conveniently located 2-bedroom, 2-bathroom Flats in Andheri West, Mumbai.Priced at 62 thousand per month, this unfurnished 650 square feet residence at Ashish CHS Andheri offers a comfortable living space with a dedicated parking spot. Built within the last 2 to 4 years, it provides modern living standards and features essential amenities such"
Kalpita Apartment,2,Andheri East,700,66000.0,Semi-Furnished,Mumbai,"Life in Mumbais Andheri East becomes much more comfortable with this semi-furnished, two-bedroom Flats at Kalpita Flats, available for 66 thousand per month.Situated on the third floor of a nine-story building, this 700 square feet residence offers a pleasant road view and is ideally suited for families or professionals seeking a practical and well-connected living space. You will appreciate the"
Nand Dham CHS Borivali,2,Borivali West,700,52000.0,Furnished,Mumbai,"A comfortable living space awaits you in this furnished 2-bedroom Flats on the second floor of Nand Dham CHS Borivali, offering a pleasant road view and a peaceful vicinity. This home spans 700 square feet and comes with essential amenities like a balcony or terrace, power backup, and 24/7 security with CCTV surveillance, ensuring safety and convenience.The apartment is located in"
Videocon Towers B CHS LTD,2,Kandivali East,1175,55000.0,Furnished,Mumbai,"Find your next comfortable home in Mumbai Kandivali East, a vibrant area known for its prime location and safe community.This furnished 2-bedroom, 2-bathroom Flats in Videocon Towers B CHS LTD is available for rent at 55 thousand per month. Spread across a generous 1175 Square Feet on the 15th floor, this apartment offers a welcoming living space with a balcony"
United Marvel,2,Viman Nagar,1000,37000.0,Semi-Furnished,Pune,"This 2-bedroom, 5-bathroom Flats in Pune Viman Nagar offers a comfortable living space of 1000 square feet for a monthly rent of 37000.Situated on the 6th floor of the 11-story United Marvel project, this semi-furnished home boasts a lovely garden view from its balcony and comes with 1 dedicated parking spot. Built between 5 to 7 years ago, it features"
Prasun Sarvam,2,Kharadi,797,36000.0,Semi-Furnished,Pune,"The property having a good ventilation with good view..Property having a corporation water.24/7hrs security available..Road touch society.Daily grocery store are very near from this property like d mart, kharadi reliance mart etc.Nagar road, IT park of kharadi are very near to."
Mansi Maniratna Complex,2,Walvekar Nagar,1100,32000.0,Semi-Furnished,Pune,"Settle into a comfortable lifestyle in this semi-furnished 2-bedroom, 2-bathroom Flats available for rent at Mansi Maniratna Complex in Pune Walvekar Nagar.Priced at 32 thousand per month, this 1100 square feet home is located on the 3rd floor of a 7-story building and offers a pleasant road view. You will appreciate the convenience of 1 dedicated parking space. The complex"
Goel Ganga Constella,2,Kharadi,1250,36000.0,Unfurnished,Pune,"Consider a home in Pune Kharadi area where ample natural light fills every corner of this unfurnished two-bedroom, two-bathroom Flats at Goel Ganga Constella, available for rent at 36 thousand.This fourth-floor unit in a seven-story building offers a peaceful park view from its balcony, making it a serene retreat. The apartment spans 1250 square feet and includes one dedicated parking"
Sundar Park  CHS,2,Vadgaon Budruk,850,16000.0,Semi-Furnished,Pune,"A comfortable 2-bedroom, 1-bathroom Flats is available for rent in Pune Vadgaon Budruk, offering 850 Square Feet of living space for 16 thousand per month.Situated on the 2nd floor of Sundar Park CHS, this semi-furnished home features a pleasant road view and includes convenient amenities like a private gym, kids` play areas, an attached market, and a balcony. Residents will"
Lunkad Amazon,2,Viman Nagar,1160,45000.0,Unfurnished,Pune,"Find your next home in Pune Viman Nagar where this unfurnished 2-bedroom Flats in Lunkad Amazon awaits.With a monthly rent of 45 thousand, this spacious 1160 Square Feet unit is located on the 4th floor of a 7-story building, offering a pleasant garden view. You`ll appreciate the convenience of 1 dedicated parking spot and the peace of mind that comes"
Lodha Belmondo,3,Gahunje,1428,90000.0,Furnished,Pune,"Experience a truly elevated living standard in Pune Gahunje with this fully furnished 3-bedroom Flats at Lodha Belmondo, available for rent at 90 thousand. This beautiful home offers 1428 square feet of well-designed space on the 18th floor of a 21-story building, boasting a direct golf course view and the convenience of one dedicated parking spot.Residents will enjoy a luxurious lifestyle"
Golden Blessings,1,Mumbai Bangalore Highway,550,20000.0,Semi-Furnished,Mumbai,"A comfortable one-bedroom Flats in Golden Blessings on the Mumbai Bangalore Highway is available for rent at 20 thousand per month.This semi-furnished apartment offers 550 square feet of living space and is situated in a prime location with easy access to schools and the city center. You will have peace of mind with 24x7 security, ensuring a safe and secure"
Sun Sapphire,2,Hadapsar,800,36000.0,Furnished,Pune,"Consider this inviting 2-bedroom, 2-bathroom Flats in Pune Hadapsar area, ready for you to call home at 36 thousand per month.Spread across 800 square feet on the fourth floor of the Sun Sapphire project, this furnished residence offers a wonderful beach view and is situated in a well-maintained, safe, and secure gated society. You will have access to excellent amenities"
